,INN_CT,RBI_CT,PA_BALL_CT,EVENT_OUTS_CT,BAT_DEST_ID,SCORE_DIFF,PIT_COUNT
836,7,0,4,0,1,-1,110
837,6,0,0,1,0,-1,91
838,7,0,0,1,0,0,104
839,6,1,0,0,2,4,105
840,7,0,3,0,1,-6,124
841,6,0,2,1,1,-2,103
842,4,0,4,0,1,4,80
843,7,0,0,0,1,5,110
844,8,0,0,1,1,1,118
845,7,1,0,0,2,-2,71
846,7,0,3,0,2,-6,107
847,2,0,0,0,1,8,43
848,6,0,4,0,1,-1,92
849,5,0,1,1,0,1,104
850,7,0,4,0,1,4,113
851,6,0,2,0,1,-4,74
852,6,0,1,2,0,-4,116
853,5,0,4,0,1,1,82
854,7,0,1,1,0,0,114
855,7,0,3,1,0,1,88
856,5,0,1,0,1,3,79
857,5,0,1,2,0,-5,94
858,4,3,1,0,3,3,69
859,8,0,2,1,0,-12,91
860,7,0,0,1,0,-5,121
861,5,0,3,1,0,1,75
862,7,0,1,0,2,-2,105
863,5,0,2,0,1,-1,75
864,5,0,2,1,0,6,82
865,7,0,1,1,0,-9,96
866,6,0,3,2,0,2,105
867,8,0,2,1,0,-4,107
868,5,0,1,1,0,1,92
869,4,1,2,0,2,2,63
870,7,1,2,0,2,-1,103
871,7,0,0,0,1,-2,110
872,6,2,0,0,1,0,85
873,6,0,0,0,1,2,111
874,6,0,1,0,1,-2,103
875,7,1,2,0,2,2,102
876,7,0,1,1,0,-3,99
877,5,0,3,1,0,-4,85
878,3,1,1,0,1,3,73
879,7,0,3,1,0,0,105
880,6,0,1,1,0,0,119
881,8,0,1,1,0,-5,96
882,5,1,3,0,1,5,84
883,4,1,1,0,1,2,65
884,4,2,2,0,5,0,88
885,6,0,0,0,1,4,102
886,6,0,1,1,0,-1,78
887,6,0,0,1,0,0,103
888,6,0,1,1,0,0,114
889,6,0,3,1,0,1,92
890,6,0,4,0,1,-1,111
891,6,1,0,0,1,-8,95
892,5,1,1,0,3,4,85
893,4,0,3,1,0,6,76
894,7,0,0,1,0,2,99
895,7,1,1,0,1,-3,103
896,6,0,1,1,0,-2,116
897,6,0,0,1,0,2,97
898,7,0,1,1,0,-2,118
899,6,1,3,0,1,2,75
900,4,1,2,0,1,3,82
901,8,0,2,1,0,-2,115
902,7,0,1,1,0,2,93
903,5,0,3,0,1,3,80
904,7,1,2,0,2,-5,103
905,7,0,2,1,0,1,101
906,7,0,2,1,0,-1,77
907,5,2,2,0,2,4,88
908,8,0,1,1,0,-8,91
909,8,0,3,1,0,1,105
910,8,0,2,1,0,-1,87
911,6,0,1,0,1,-1,89
912,5,0,1,1,0,2,79
913,4,0,3,1,0,6,71
914,6,0,3,1,0,-5,93
915,8,0,4,0,1,0,119
916,7,0,1,1,2,0,80
917,7,0,0,1,0,2,115
918,8,0,0,1,0,-1,89
919,8,0,1,0,1,-2,91
920,7,0,4,0,1,2,105
921,6,1,3,0,1,-3,80
922,7,0,3,1,0,2,103
923,7,0,2,0,1,-2,93
924,6,0,1,1,0,-1,95
925,5,0,0,1,0,3,92
926,4,0,4,0,1,2,75
927,6,1,1,1,1,-4,99
928,7,0,1,1,0,-1,85
929,8,0,3,0,1,0,103
930,8,0,1,0,1,-1,65
931,5,0,2,1,0,-1,60
932,4,0,1,1,0,1,64
933,4,1,1,0,1,1,74
934,5,0,3,1,0,-2,78
935,7,0,4,0,1,-1,101
936,8,0,3,1,0,0,98
937,8,0,2,1,0,-4,115
938,7,1,2,0,1,3,119
939,5,1,1,0,1,2,96
940,5,0,3,1,0,5,95
941,6,0,4,0,1,-6,82
942,6,1,1,0,1,3,81
943,6,0,2,1,0,-3,80
944,4,0,2,1,0,0,54
945,7,0,3,1,0,3,96
946,6,0,1,1,0,-3,96
947,8,1,4,0,1,4,123
948,7,0,3,1,0,-1,106
949,7,0,0,1,0,4,76
950,7,0,1,1,0,-4,96
951,5,1,1,0,2,3,62
952,7,0,0,1,0,-4,89
953,7,0,0,0,1,-2,103
954,5,1,1,0,1,2,103
955,5,0,1,1,0,-7,72
956,3,0,4,0,1,5,56
957,5,0,1,1,1,1,83
958,9,0,0,0,1,-10,106
959,6,0,3,1,1,2,91
960,7,0,3,1,0,1,97
961,6,0,2,1,0,1,98
962,4,0,0,0,0,-2,86
963,6,0,3,1,0,1,94
964,7,0,0,1,0,-7,110
965,7,0,3,0,1,0,100
966,5,0,2,1,0,-2,78
967,9,0,4,0,1,-4,117
968,7,0,2,1,0,2,103
969,4,0,2,1,0,7,65
970,7,0,2,1,0,-11,97
971,4,0,1,2,0,4,83
972,6,0,4,0,1,-4,68
973,5,0,1,1,0,6,80
974,7,2,0,0,1,-6,75
975,5,0,3,0,1,5,97
976,6,0,2,0,1,-4,106
977,7,0,2,0,1,0,91
978,6,0,0,1,0,0,80
979,8,1,0,0,1,1,96
980,9,0,0,0,1,-2,88
981,7,0,1,0,1,-1,77
982,7,0,1,0,1,0,102
983,5,0,4,0,1,5,77
984,6,1,1,1,0,-2,108
985,8,0,0,0,1,-2,85
986,4,0,0,1,0,2,75
987,4,1,1,0,4,4,73
988,8,0,0,1,0,-6,105
989,7,0,1,1,0,-3,102
990,6,0,1,1,0,4,93
991,4,3,2,0,4,1,56
992,6,0,3,1,0,-6,86
993,8,0,2,0,1,0,126
994,7,0,3,1,0,-1,110
995,7,0,2,1,0,-3,108
996,7,0,1,1,0,3,108
997,7,1,0,0,1,-3,88
998,3,1,1,0,1,2,49
999,4,0,1,1,0,3,65
1000,7,0,0,1,0,-4,94
1001,7,0,0,2,0,1,108
1002,7,0,4,0,1,-1,83
1003,4,0,2,0,1,4,77
1004,6,0,2,1,0,5,89
1005,7,0,1,0,1,-5,105
1006,7,1,1,0,2,-6,110
1007,3,0,0,1,0,7,51
1008,6,0,2,1,1,3,86
1009,8,0,3,1,0,-5,99
1010,5,0,2,1,0,3,89
1011,7,0,1,2,0,-8,101
1012,7,0,3,1,0,-3,113
1013,6,0,1,1,0,3,76
1014,4,0,0,0,1,3,60
1015,5,0,2,1,0,-7,67
1016,9,2,2,0,4,-6,111
1017,7,0,2,0,1,3,101
1018,7,0,2,1,1,-3,78
1019,7,0,2,0,1,3,102
1020,8,0,3,1,0,0,114
1021,6,0,0,1,1,2,97
1022,6,0,4,0,1,-2,70
1023,6,0,2,1,0,0,97
1024,7,0,0,1,0,-1,114
1025,6,1,3,0,1,2,112
1026,6,0,3,1,0,-2,111
1027,7,0,3,1,0,-2,91
1028,3,3,0,0,2,2,55
1029,7,0,4,0,1,1,100
1030,7,0,1,0,1,0,87
1031,8,1,1,0,1,-6,103
1032,7,1,1,0,4,5,105
1033,6,2,0,0,2,0,76
1034,6,0,2,0,2,-3,91
1035,2,0,1,0,2,1,36
1036,5,2,1,0,4,-4,87
1037,4,1,3,1,0,4,81
1038,1,0,3,0,1,-2,0
1039,8,0,3,1,0,0,121
1040,8,0,1,1,0,0,71
1041,7,0,3,1,1,-5,100
1042,4,0,1,1,0,5,73
1043,5,0,1,1,0,2,92
1044,5,0,2,1,0,-1,96
1045,3,2,2,0,2,5,64
1046,6,0,1,1,0,-8,84
1047,8,0,1,0,1,-2,105
1048,6,0,0,0,1,2,93
1049,6,0,1,1,0,5,102
1050,7,0,2,1,0,-5,101
1051,5,1,0,0,1,-1,81
1052,6,1,2,0,1,-3,105
1053,7,0,0,1,0,4,119
1054,6,0,2,1,0,-4,76
1055,7,0,0,1,0,3,109
1056,7,0,1,1,0,-3,85
1057,6,2,3,0,4,-3,72
1058,5,1,0,0,1,4,99
1059,6,0,0,1,0,1,72
1060,6,0,2,0,1,0,93
1061,7,0,1,1,0,-1,81
1062,7,1,0,0,1,-4,87
1063,5,0,0,1,0,5,85
1064,6,0,2,1,0,-8,93
1065,7,0,0,1,0,9,121
1066,6,0,1,0,1,3,78
1067,7,0,2,1,0,-4,104
1068,5,0,1,1,1,-3,80
1069,1,0,1,0,2,5,29
1070,7,1,1,0,4,1,113
1071,5,0,0,1,0,-1,105
1072,7,0,2,0,1,4,105
1073,6,0,3,1,1,-4,90
1074,5,0,0,1,1,7,89
1075,9,0,0,0,1,-6,123
1076,5,1,1,0,1,4,97
1077,7,0,1,1,0,-3,104
1078,6,0,0,1,0,-2,98
1079,7,0,1,0,1,3,90
1080,6,1,0,0,3,-5,79
1081,5,0,2,1,0,5,76
1082,8,0,4,0,1,0,102
1083,8,0,0,1,0,0,92
1084,6,1,0,1,2,6,90
1085,9,0,1,0,1,-5,115
1086,4,0,0,1,0,7,74
1087,6,0,4,0,1,-3,86
1088,6,1,1,0,4,0,81
1089,5,0,4,0,1,-1,110
1090,5,0,2,1,0,2,103
1091,8,0,1,1,0,-2,114
1092,6,0,2,1,0,5,104
1093,8,0,0,0,1,-4,101
1094,5,0,3,1,0,-3,98
1095,2,2,2,0,2,-2,40
1096,6,1,2,0,3,-3,97
1097,3,0,2,1,0,5,66
1098,7,0,2,1,0,0,92
1099,6,0,1,1,0,0,86
1100,7,0,0,0,1,2,116
1101,6,0,2,1,1,-2,101
1102,4,0,4,0,1,2,57
1103,6,0,2,2,0,-3,84
1104,7,0,1,1,0,0,102
1105,5,0,2,1,0,0,73
1106,6,0,2,1,0,3,93
1107,5,0,0,1,0,-3,56
1108,8,1,0,0,1,-4,107
1109,2,2,2,0,3,2,45
1110,8,0,1,1,1,-6,89
1111,6,0,3,1,0,7,129
1112,6,0,0,1,0,-6,103
1113,5,0,0,0,1,3,72
1114,8,0,1,1,0,-4,81
1115,6,0,4,0,1,4,114
1116,7,0,0,1,0,-3,107
1117,5,1,2,0,1,1,93
1118,8,0,2,1,0,-2,104
1119,7,0,3,1,0,2,113
1120,7,0,1,1,0,-1,95
1121,7,0,1,0,2,1,98
1122,7,0,1,1,0,2,101
1123,7,1,0,0,1,-2,90
1124,5,1,1,0,1,2,68
1125,7,0,2,0,1,-2,89
1126,7,0,2,1,0,1,93
1127,7,0,4,0,1,-1,104
1128,7,0,2,1,0,-4,94
1129,7,0,2,1,1,1,110
1130,6,0,2,1,0,-1,75
1131,6,0,0,1,0,-4,102
1132,5,0,0,1,0,4,99
1133,6,0,0,2,0,2,122
1134,6,0,2,1,0,0,78
1135,6,1,3,0,1,0,101
1136,7,0,1,1,0,2,88
1137,8,0,0,0,1,-2,104
1138,5,1,3,0,1,1,115
1139,8,0,0,1,0,-4,120
1140,7,0,0,1,0,-2,82
1141,3,0,1,0,2,4,55
1142,8,0,3,1,0,-1,114
1143,7,0,1,1,0,1,98
1144,5,0,0,1,0,3,91
1145,6,0,0,1,0,-3,102
1146,7,0,2,1,0,0,99
1147,6,0,0,1,0,0,84
1148,4,0,4,0,1,-1,77
1149,5,1,1,0,2,-3,77
1150,3,1,2,0,2,6,62
1151,7,0,3,1,0,1,109
1152,7,1,1,1,0,-1,93
1153,6,0,3,1,0,4,106
1154,7,0,1,0,1,-3,113
1155,7,0,1,1,0,1,96
1156,7,0,4,0,1,0,105
1157,2,2,1,0,1,1,57
1158,7,1,1,0,2,-3,90
1159,8,1,3,0,2,-1,90
1160,8,0,2,0,1,0,116
1161,7,0,2,0,3,-4,101
1162,2,1,1,0,2,3,52
1163,5,1,0,0,1,4,94
1164,6,0,1,1,1,-5,102
1165,6,0,0,1,0,0,94
1166,6,0,4,0,1,0,109
1167,7,1,3,0,5,2,109
1168,6,0,3,1,0,-2,86
1169,4,0,0,1,0,5,99
1170,5,4,1,0,4,-2,107
1171,7,0,3,0,1,-1,104
1172,7,0,2,1,0,2,108
1173,7,0,1,0,1,-5,94
1174,2,2,0,0,2,3,61
1175,7,0,4,0,1,4,112
1176,6,0,1,1,1,2,65
1177,6,0,1,1,1,-1,81
1178,6,1,0,0,4,1,85
1179,7,1,1,0,1,-4,105
1180,7,0,1,1,0,-3,81
1181,5,0,1,2,0,4,83
1182,7,0,0,1,0,5,101
1183,2,0,2,2,0,-5,16
1184,7,0,1,1,0,1,117
1185,7,0,0,1,0,0,105
1186,8,0,0,1,0,-1,103
1187,7,0,2,1,0,2,116
1188,5,0,0,1,0,-6,73
1189,4,0,4,0,1,7,59
1190,6,1,0,0,2,0,75
1191,7,0,1,1,0,-1,104
1192,6,0,0,1,0,-2,106
1193,4,0,0,0,1,1,72
1194,5,0,1,2,0,5,102
1195,6,0,4,0,1,5,109
1196,7,0,3,2,0,-5,107
1197,8,0,4,0,1,-5,99
1198,5,1,3,0,1,-1,111
1199,7,0,1,1,0,4,117
1200,7,0,1,1,0,-4,102
1201,4,1,2,0,1,3,93
1202,2,0,0,1,0,-2,53
1203,5,0,3,0,1,4,79
1204,9,2,3,0,2,-6,104
1205,8,0,2,1,0,1,122
1206,7,0,4,0,1,-1,101
1207,3,1,2,0,1,0,62
1208,4,0,1,0,1,0,72
1209,7,0,1,1,0,-3,95
1210,6,2,3,0,4,2,93
1211,7,0,3,0,2,2,107
1212,7,0,0,0,1,-3,92
1213,5,0,3,1,0,5,87
1214,8,0,1,1,0,-4,102
1215,7,0,3,0,2,-1,89
1216,7,0,2,1,0,0,134
1217,6,1,0,0,2,-3,110
1218,5,0,4,0,1,0,81
1219,3,2,2,0,2,4,55
1220,7,0,0,1,0,-5,123
1221,6,0,2,1,0,-1,113
1222,6,0,2,1,1,3,96
1223,8,1,1,0,1,3,131
1224,6,0,3,1,0,-3,79
1225,9,0,4,0,1,-2,103
1226,5,0,3,1,0,0,69
1227,5,0,2,1,0,2,68
1228,7,0,0,1,0,-5,89
1229,6,0,1,1,0,5,85
1230,6,0,1,0,2,1,111
1231,6,0,3,1,0,-2,85
1232,3,0,1,1,0,5,66
1233,7,0,1,2,0,-9,115
1234,7,0,2,1,0,-4,84
1235,5,2,2,0,1,4,117
1236,9,0,1,0,2,2,105
1237,7,0,1,1,0,-2,112
1238,8,1,1,0,1,-4,103
1239,7,0,1,0,1,3,114
1240,3,0,3,0,1,6,63
1241,5,0,1,2,0,-3,84
1242,9,0,0,0,1,-4,104
1243,6,0,4,0,1,4,90
1244,8,1,0,0,4,-7,108
1245,5,0,0,0,1,7,81
1246,5,0,1,1,0,4,80
1247,8,0,3,1,0,3,93
1248,8,1,2,0,4,-5,103
1249,6,1,3,0,4,4,92
1250,6,1,2,0,2,1,84
1251,5,0,1,0,1,0,67
1252,7,0,1,1,0,2,104
1253,8,0,0,1,0,-2,105
1254,7,0,4,0,1,4,105
1255,7,0,2,1,1,-4,102
1256,5,0,4,0,1,-5,64
1257,3,0,4,0,1,3,52
1258,9,0,0,0,2,-6,91
1259,5,1,2,0,2,4,100
1260,9,0,2,1,0,-5,109
1261,6,0,4,0,1,1,86
1262,7,0,2,1,0,-7,99
1263,2,0,4,0,1,8,71
1264,8,0,1,1,0,-1,93
1265,6,0,1,1,0,1,88
1266,4,0,0,0,1,6,55
1267,7,0,0,1,0,-7,100
1268,5,1,0,0,1,2,95
1269,6,0,0,0,1,-3,88
1270,7,0,4,0,1,-10,100
1271,2,0,0,0,1,6,55
1272,2,0,3,1,0,5,54
1273,4,0,3,1,0,3,81
1274,5,0,0,1,0,-3,93
1275,7,0,3,1,0,1,110
1276,6,0,1,1,0,-1,91
1277,7,0,0,2,0,0,103
1278,7,0,1,1,0,0,90
1279,6,0,3,1,0,2,115
1280,5,0,4,0,1,-3,71
1281,7,2,0,0,2,0,111
1282,6,0,1,1,0,0,112
1283,5,0,0,1,0,2,98
1284,7,0,0,1,0,1,93
1285,6,0,0,1,0,-2,102
1286,6,0,1,1,0,4,105
1287,8,0,1,1,0,-2,108
1288,6,0,2,1,0,2,103
1289,6,0,0,1,0,2,116
1290,8,0,0,2,0,-2,116
1291,6,1,0,0,1,0,83
1292,9,0,1,1,0,0,112
1293,7,0,4,0,1,-3,88
1294,6,0,1,1,0,-5,73
1295,4,0,4,0,1,7,84
1296,5,1,0,0,2,-1,87
1297,5,0,2,1,0,0,102
1298,8,0,3,1,0,2,133
1299,7,0,0,1,1,0,109
1300,9,2,1,0,2,-6,107
1301,5,0,3,1,0,2,81
1302,8,0,1,1,0,-1,102
1303,5,0,3,0,2,0,95
1304,4,0,2,1,0,3,86
1305,6,0,1,1,0,-1,110
1306,5,0,3,1,0,2,85
1307,9,0,1,0,2,1,119
1308,7,0,2,1,0,0,89
1309,5,0,0,1,0,3,69
1310,6,0,2,1,0,-1,92
1311,5,0,2,1,0,6,101
1312,8,0,2,1,0,-6,115
1313,7,0,1,0,1,0,111
1314,7,0,4,0,1,-1,96
1315,8,0,2,1,0,-3,127
1316,6,0,1,1,0,-5,76
1317,5,0,2,1,0,5,97
1318,5,0,1,2,0,-1,74
1319,3,0,0,1,0,-1,67
1320,8,0,0,1,0,3,118
1321,7,0,0,1,0,-3,90
1322,7,0,2,1,0,-1,109
1323,7,0,0,1,0,1,111
1324,8,0,0,1,0,-3,118
1325,6,1,0,0,1,0,103
1326,7,1,1,0,1,-6,109
1327,2,0,4,0,1,5,37
1328,6,0,2,0,2,-4,77
1329,4,0,2,0,1,5,71
1330,5,2,1,0,4,0,87
1331,6,0,1,0,1,-3,74
1332,6,0,2,1,0,-9,100
1333,2,0,0,0,1,3,44
1334,7,0,1,1,0,-4,99
1335,5,0,0,1,0,6,90
1336,4,1,0,1,0,3,63
1337,6,1,2,0,4,-2,78
1338,7,0,0,1,0,-4,85
1339,7,1,2,0,1,4,122
1340,7,0,1,1,1,0,93
1341,7,1,1,0,2,2,103
1342,7,0,1,0,1,-4,83
1343,5,0,1,1,0,6,121
1344,7,0,0,1,0,0,122
1345,8,0,2,1,0,0,102
1346,6,0,4,0,1,1,86
1347,6,0,2,0,1,0,83
1348,3,0,2,0,1,3,53
1349,5,0,0,1,0,-3,94
1350,6,0,1,1,0,0,100
1351,5,0,4,0,1,0,101
1352,7,0,1,1,1,-5,115
1353,5,1,1,0,1,3,79
1354,7,0,0,0,1,-3,108
1355,7,0,2,1,0,5,92
1356,8,1,1,0,4,-3,112
1357,6,0,0,0,1,2,93
1358,7,1,0,0,1,-1,91
1359,8,1,1,0,2,1,97
1360,5,1,0,0,1,0,68
1361,6,0,0,0,1,0,82
1362,7,1,0,0,4,0,91
1363,7,0,1,1,0,-2,95
1364,6,1,2,0,2,-5,79
1365,3,0,3,0,1,7,60
1366,4,0,0,2,0,8,80
1367,6,2,2,0,2,-8,92
1368,8,0,0,0,1,-1,110
1369,7,0,0,1,0,1,86
1370,7,0,0,0,1,-2,87
1371,5,0,3,1,0,2,104
1372,6,0,1,0,1,-2,110
1373,7,0,3,1,0,0,115
1374,7,0,1,1,1,2,102
1375,5,0,1,1,0,-2,59
1376,8,0,1,1,0,-2,101
1377,6,0,1,1,0,2,83
1378,7,0,0,1,0,-3,101
1379,7,3,1,0,4,3,132
1380,5,0,1,1,0,-4,66
1381,6,3,2,1,0,5,107
1382,7,0,0,2,0,-4,115
1383,4,0,1,1,0,4,72
1384,2,0,1,1,0,5,37
1385,5,1,0,0,2,-3,80
1386,7,0,1,1,0,5,114
1387,7,0,2,1,0,-9,95
1388,8,0,3,1,0,-4,112
1389,6,0,0,0,3,3,64
1390,6,0,1,1,0,1,97
1391,7,0,2,1,0,-1,88
1392,8,0,1,1,0,0,117
1393,6,0,4,0,1,-2,87
1394,7,0,1,1,0,-1,102
1395,3,0,0,1,0,1,51
1396,6,0,1,1,0,-1,95
1397,6,0,0,0,1,4,102
1398,8,0,2,1,0,-5,116
1399,6,0,4,0,1,2,112
1400,7,0,0,0,1,3,125
1401,7,0,2,1,0,-4,87
1402,1,0,0,0,1,0,2
1403,7,0,1,1,0,2,112
1404,7,2,1,0,1,5,96
1405,2,1,4,0,1,0,50
1406,8,1,1,0,2,-6,100
1407,6,0,2,1,1,0,126
1408,6,0,1,1,0,0,72
1409,3,1,3,0,2,4,59
1410,6,0,0,1,0,-1,102
1411,5,0,4,0,1,0,74
1412,7,0,2,1,0,-1,101
1413,6,0,2,0,1,1,78
1414,6,0,1,1,0,1,102
1415,6,0,0,1,1,-1,107
1416,8,0,1,1,0,0,101
1417,6,0,0,1,0,0,105
1418,6,1,3,0,2,2,96
1419,7,0,4,0,1,-4,109
1420,6,0,3,1,0,2,88
1421,7,0,1,0,1,-3,87
1422,7,0,1,1,1,0,101
1423,8,0,1,1,1,-3,96
1424,3,1,0,0,2,3,65
1425,6,0,1,0,1,-4,88
1426,3,0,4,0,1,8,65
1427,7,0,1,0,1,-11,121
1428,6,0,1,1,0,6,103
1429,7,0,3,0,2,-4,121
1430,5,2,1,0,4,1,74
1431,5,1,3,1,0,-3,91
1432,6,0,2,1,0,-1,86
1433,6,0,1,1,0,1,103
1434,5,0,2,1,0,6,96
1435,9,0,1,1,0,1,109
1436,7,0,0,0,1,-1,89
1437,6,0,4,0,1,-2,86
1438,3,0,4,0,1,-1,52
1439,4,0,0,1,0,5,68
1440,6,0,1,1,0,-4,101
1441,6,0,1,2,0,5,89
1442,7,0,0,1,0,-4,90
1443,8,0,1,0,1,0,94
1444,7,0,3,1,0,0,105
1445,7,0,1,0,1,-2,105
1446,8,0,1,1,0,1,139
1447,6,0,4,0,1,-2,87
1448,6,0,3,1,0,1,111
1449,7,0,4,0,1,-3,67
1450,5,0,1,1,0,3,81
1451,9,0,1,0,1,-3,99
1452,8,0,3,1,0,2,93
1453,8,0,2,0,1,-2,105
1454,6,0,0,1,0,3,91
1455,7,0,3,1,0,-3,126
1456,5,0,2,1,0,-3,88
1457,5,3,2,0,4,4,103
1458,8,0,0,1,0,-9,101
1459,2,0,1,1,0,8,58
1460,6,0,1,1,0,2,93
1461,6,0,2,1,0,1,102
1462,5,0,2,1,0,5,105
1463,8,0,4,0,1,-6,100
1464,7,0,2,1,0,-2,93
1465,4,1,4,0,1,2,64
1466,6,0,1,2,0,-2,73
1467,7,0,4,0,1,2,108
1468,7,0,0,1,0,-1,85
1469,9,0,2,1,0,0,101
1470,8,0,1,1,0,-1,91
1471,8,1,2,0,4,3,115
1472,7,0,0,2,0,1,94
1473,6,0,2,1,0,1,91
1474,7,2,0,0,4,-2,69
1475,6,0,1,1,0,2,109
1476,6,0,4,0,1,1,104
1477,8,0,2,0,2,-1,103
1478,5,0,2,0,1,-2,79
1479,3,0,4,0,1,2,59
1480,7,0,1,1,0,-1,110
1481,7,0,2,1,0,-1,96
1482,4,0,4,0,1,2,88
1483,5,2,2,0,2,2,47
1484,5,0,2,1,0,-3,98
1485,8,0,2,1,0,0,112
1486,8,0,1,1,0,0,109
1487,6,0,2,0,1,-3,107
1488,6,0,0,1,0,3,95
1489,8,0,0,0,1,-2,99
1490,7,0,0,0,1,2,64
1491,5,0,0,1,0,-2,77
1492,6,0,0,1,0,4,97
1493,7,0,3,0,1,-3,70
1494,4,2,1,0,1,3,96
1495,7,0,3,1,1,2,100
1496,8,0,1,0,1,-1,105
1497,7,0,1,1,0,-3,108
1498,6,0,2,1,0,3,84
1499,6,0,3,1,0,-1,71
1500,7,0,0,1,0,3,102
1501,7,0,0,1,1,-1,104
1502,3,0,0,0,1,0,53
1503,4,0,2,1,0,0,92
1504,7,0,1,2,0,3,101
1505,8,0,1,1,0,-2,102
1506,5,0,3,1,0,5,87
1507,5,0,3,1,0,-3,116
1508,6,0,0,1,0,4,92
1509,7,2,0,0,1,2,106
1510,7,0,4,0,1,-2,92
1511,6,0,0,1,1,2,96
1512,8,0,1,1,0,-3,87
1513,4,0,1,1,0,1,79
1514,8,0,1,1,0,-5,108
1515,5,0,2,1,0,3,84
1516,6,0,2,1,0,5,119
1517,8,0,3,2,0,-7,88
1518,2,0,0,1,0,5,49
1519,5,1,2,0,1,-4,64
1520,4,0,2,1,0,4,70
1521,8,0,1,1,0,0,106
1522,6,1,0,0,1,3,89
1523,8,1,4,0,1,0,103
1524,7,0,2,1,0,0,110
1525,6,0,1,1,0,0,77
1526,6,0,0,1,0,0,93
1527,4,2,0,1,2,0,78
1528,3,1,1,0,1,-1,69
1529,6,2,1,0,2,3,104
1530,5,0,2,1,0,-3,106
1531,6,0,3,1,0,-1,95
1532,7,0,2,0,3,2,122
1533,4,1,0,2,0,4,73
1534,6,0,1,1,0,0,110
1535,8,0,3,1,0,-2,99
1536,6,0,1,1,0,4,87
1537,6,0,0,1,0,-3,103
1538,6,0,0,1,1,3,104
1539,7,0,0,1,1,-7,95
1540,6,1,1,0,1,2,95
1541,7,0,1,0,2,-6,84
1542,5,1,3,0,4,4,83
1543,7,0,2,1,0,-5,94
1544,5,0,3,0,2,2,109
1545,8,0,0,1,1,0,122
1546,6,0,0,1,1,0,102
1547,2,0,0,0,1,6,57
1548,7,0,0,1,0,-5,93
1549,5,0,0,1,0,3,104
1550,6,0,2,1,0,-7,90
1551,2,0,1,1,0,6,64
1552,7,0,3,1,0,-4,100
1553,6,0,2,1,0,4,98
1554,7,0,1,1,0,2,108
1555,7,0,1,0,1,-2,96
1556,6,0,0,1,0,-2,107
1557,6,0,0,1,0,2,96
1558,6,0,0,1,0,1,99
1559,7,0,1,0,1,-5,92
1560,6,0,2,1,1,2,103
1561,7,0,0,1,0,1,102
1562,5,0,2,1,0,-1,96
1563,4,2,2,0,1,2,79
1564,5,0,2,1,0,-2,97
1565,4,0,1,0,1,4,68
1566,7,0,1,1,0,-5,103
1567,6,0,2,1,0,0,101
1568,6,0,2,0,1,0,99
1569,3,1,1,0,1,-3,43
1570,4,0,4,0,1,2,84
1571,7,1,1,0,2,-3,100
1572,7,0,3,0,3,1,114
1573,5,0,1,1,1,5,107
1574,6,1,0,0,4,-3,105
1575,7,0,2,1,0,-1,108
1576,8,0,2,0,1,1,107
1577,7,0,1,1,0,-2,106
1578,5,0,0,1,0,-3,93
1579,6,1,1,0,2,3,94
1580,6,0,0,1,0,-4,78
1581,6,0,1,0,1,4,99
1582,8,0,2,1,0,2,94
1583,8,0,2,1,0,-2,133
1584,8,0,1,0,1,-4,94
1585,7,0,4,0,1,2,95
1586,7,0,3,1,0,-3,86
1587,5,1,3,0,1,3,93
1588,6,3,3,0,4,-2,76
1589,6,0,4,0,1,-1,96
1590,6,1,2,0,2,-2,105
1591,6,0,2,1,0,0,98
1592,5,0,2,1,0,3,65
1593,6,0,1,1,0,-3,105
1594,7,0,4,0,1,0,96
1595,6,0,4,0,1,0,114
1596,7,0,4,0,1,-1,101
1597,6,0,1,1,1,1,92
1598,8,0,4,0,1,-4,110
1599,6,0,2,1,0,4,108
1600,4,0,1,0,1,0,59
1601,2,0,1,0,1,-1,54
1602,7,0,3,1,0,-1,82
1603,8,0,2,2,0,1,114
1604,8,0,0,1,0,-4,90
1605,7,0,1,1,0,4,141
1606,7,0,0,1,0,-1,98
1607,6,0,0,1,0,0,99
1608,6,0,0,1,0,1,115
1609,8,0,0,1,0,-1,84
1610,7,0,4,0,1,1,108
1611,6,2,3,0,4,-3,79
1612,7,0,0,1,0,2,113
1613,5,0,2,1,0,-5,94
1614,4,0,3,1,0,5,98
1615,8,1,4,0,1,-6,112
1616,6,0,1,1,0,3,119
1617,3,0,2,0,2,1,53
1618,5,0,3,1,0,-1,102
1619,7,0,3,1,0,1,104
1620,6,0,1,1,0,0,95
1621,7,0,1,1,0,-1,105
1622,7,0,1,1,0,1,98
1623,8,0,4,0,1,-6,113
1624,5,0,3,1,0,6,92
1625,7,1,0,0,1,-1,98
1626,7,0,3,0,2,-1,95
1627,7,0,1,1,0,-8,91
1628,3,0,3,0,2,5,57
1629,6,0,4,0,1,6,106
1630,8,1,3,0,1,-8,105
1631,8,0,0,1,0,1,106
1632,6,0,4,0,1,-1,100
1633,7,0,1,1,0,-4,108
1634,5,0,1,1,0,4,107
1635,7,0,4,0,1,-4,108
1636,6,1,1,0,1,0,106
1637,5,0,3,1,0,3,78
1638,6,0,3,0,1,-3,97
1639,7,0,2,0,1,1,116
1640,7,1,2,0,4,-1,95
1641,6,0,4,0,1,1,92
1642,6,0,2,1,0,-1,94
1643,6,0,0,1,0,3,84
