,INN_CT,RBI_CT,PA_BALL_CT,EVENT_OUTS_CT,BAT_DEST_ID,SCORE_DIFF,PIT_COUNT
12435,7,0,2,1,0,-12,99
12436,6,0,1,0,1,1,98
12437,7,0,1,1,0,0,100
12438,6,0,1,1,0,0,95
12439,5,1,4,0,1,-1,75
12440,7,0,0,1,0,3,112
12441,7,0,1,2,0,-3,98
12442,7,0,0,1,0,-1,104
12443,6,1,0,0,4,0,89
12444,8,0,2,1,0,0,94
12445,7,0,3,1,0,1,81
12446,6,0,3,1,0,0,79
12447,7,0,3,1,0,1,114
12448,5,2,0,0,2,3,87
12449,8,1,2,0,2,-9,104
12450,7,0,3,1,0,-2,96
12451,7,0,2,1,0,2,93
12452,8,0,1,1,0,-1,109
12453,6,0,4,0,1,-1,116
12454,8,0,3,1,0,1,106
12455,6,0,0,1,0,-1,99
12456,4,0,0,0,1,3,65
12457,7,0,1,1,0,-1,95
12458,6,1,3,0,1,1,107
12459,7,0,1,1,0,-11,91
12460,5,0,1,1,0,-8,92
12461,2,0,1,1,0,7,52
12462,7,0,2,1,0,2,101
12463,6,0,1,0,1,-1,111
12464,7,0,3,1,0,-1,106
12465,7,0,4,0,1,1,103
12466,6,0,4,0,1,2,98
12467,6,0,0,1,0,-2,103
12468,7,0,2,1,0,-10,80
12469,5,2,2,0,1,7,84
12470,7,0,1,1,0,-7,105
12471,6,0,3,2,0,7,103
12472,7,1,1,0,1,-5,89
12473,6,0,2,1,0,5,104
12474,8,0,2,1,0,-1,103
12475,6,0,0,1,0,1,105
12476,7,0,2,0,1,1,89
12477,9,0,1,0,1,-1,128
12478,4,0,3,1,0,5,70
12479,7,1,0,0,1,1,125
12480,5,0,0,1,0,-1,99
12481,5,0,0,0,2,3,72
12482,5,2,3,0,2,-3,97
12483,7,0,4,0,1,3,99
12484,7,0,3,1,0,-3,91
12485,7,0,0,1,0,4,92
12486,8,0,2,1,0,1,92
12487,8,0,3,1,0,-1,98
12488,6,0,3,1,0,-1,125
12489,7,0,2,1,0,1,105
12490,4,0,1,1,0,-2,74
12491,5,0,1,1,1,3,80
12492,9,0,0,0,2,-2,91
12493,7,0,4,0,1,1,94
12494,7,0,1,2,0,-6,101
12495,5,0,3,0,1,4,76
12496,6,0,0,1,0,-1,92
12497,5,0,0,1,0,1,89
12498,8,0,1,1,1,-4,107
12499,5,0,0,1,0,3,97
12500,7,0,2,1,0,1,103
12501,8,2,0,0,2,-1,103
12502,9,0,0,0,1,-3,95
12503,4,0,0,2,0,5,75
12504,6,0,2,1,0,3,94
12505,6,0,1,1,0,0,97
12506,7,2,3,0,2,2,96
12507,9,1,1,1,0,1,125
12508,7,0,1,1,0,-2,94
12509,7,0,3,1,0,2,101
12510,7,0,0,1,0,0,103
12511,7,0,2,1,0,0,100
12512,5,0,1,1,0,4,72
12513,6,0,0,0,2,-6,98
12514,6,0,1,0,1,-1,88
12515,6,0,0,1,0,1,107
12516,8,0,1,1,0,3,108
12517,6,0,4,0,1,5,109
12518,7,0,2,1,0,-6,92
12519,6,0,2,1,0,2,94
12520,7,0,2,1,0,-2,103
12521,5,0,3,1,0,7,91
12522,6,0,0,1,0,-4,95
12523,3,0,2,0,1,3,67
12524,6,0,1,1,0,-2,102
12525,7,0,1,1,1,-4,103
12526,6,0,0,1,0,5,106
12527,7,0,1,1,0,-2,82
12528,6,2,2,0,1,-1,102
12529,6,1,1,0,1,1,92
12530,5,0,1,0,1,1,88
12531,7,0,2,1,0,-2,112
12532,5,0,4,0,1,-1,72
12533,6,0,2,1,0,-1,95
12534,7,1,0,0,1,1,116
12535,7,0,0,0,1,-2,101
12536,5,0,3,1,0,2,89
12537,4,0,4,0,1,4,65
12538,7,0,2,0,1,0,101
12539,5,0,2,1,0,6,88
12540,7,0,1,1,1,-14,104
12541,7,0,2,1,0,-1,108
12542,5,0,3,1,0,1,81
12543,7,0,4,0,1,-4,99
12544,2,1,4,0,1,4,51
12545,8,0,2,1,0,-1,88
12546,7,0,1,1,0,1,89
12547,5,0,2,1,0,2,99
12548,5,0,3,1,0,-1,98
12549,6,0,1,1,0,-7,82
12550,4,0,4,0,1,6,92
12551,6,0,1,1,0,-4,97
12552,6,0,0,0,1,4,113
12553,7,0,1,1,0,-5,109
12554,4,0,1,0,1,3,86
12555,7,0,0,0,1,-1,91
12556,7,0,2,1,0,1,97
12557,7,0,2,1,0,-5,107
12558,6,1,1,0,1,3,103
12559,6,0,0,1,1,2,96
12560,6,0,0,1,0,-1,106
12561,5,0,2,1,0,5,84
12562,6,1,2,0,1,-5,95
12563,8,0,0,1,0,-9,97
12564,1,1,0,0,1,5,33
12565,6,3,2,0,4,4,109
12566,7,0,4,0,1,-7,110
12567,3,0,0,1,0,4,59
12568,6,0,3,0,1,-1,91
12569,6,0,3,1,0,3,108
12570,6,1,2,0,1,-2,92
12571,7,0,2,1,0,-1,93
12572,6,0,1,1,0,1,108
12573,7,0,2,2,0,1,117
12574,6,0,0,1,0,-1,101
12575,5,0,1,1,0,-1,101
12576,6,0,1,1,0,3,112
12577,5,1,3,1,1,5,103
12578,8,0,4,0,1,-5,115
12579,5,0,1,1,0,1,108
12580,6,0,4,0,1,3,104
12581,8,0,1,1,0,-2,95
12582,6,0,1,2,0,-1,83
12583,3,0,0,1,0,1,52
12584,6,2,0,0,1,1,116
12585,8,0,0,0,2,0,117
12586,8,1,0,0,4,0,110
12587,8,0,0,0,1,3,101
12588,7,0,1,1,0,-3,119
12589,6,0,0,1,0,6,84
12590,8,0,1,1,0,-6,93
12591,7,0,0,0,1,0,78
12592,6,0,2,0,1,0,93
12593,7,0,0,0,1,-3,96
12594,4,0,1,1,0,5,84
12595,7,0,2,1,0,-2,95
12596,7,0,0,1,0,2,106
12597,6,1,2,0,4,-4,98
12598,5,1,0,0,1,3,101
12599,5,0,0,1,0,1,97
12600,8,0,3,1,0,-5,92
12601,6,0,3,1,0,3,102
12602,6,0,3,1,0,-3,106
12603,7,0,1,1,0,6,112
12604,8,0,1,0,1,-6,97
12605,5,0,1,1,0,3,97
12606,5,0,2,1,0,-3,94
12607,6,0,2,1,0,3,100
12608,8,0,0,0,1,-4,94
12609,6,0,4,0,1,1,99
12610,7,0,1,1,0,-2,96
12611,9,0,1,0,1,2,114
12612,6,0,1,1,0,-1,100
12613,6,0,1,1,0,1,116
12614,7,0,1,2,0,-1,85
12615,7,0,0,1,0,2,99
12616,7,0,1,1,0,-2,92
12617,7,0,0,1,0,1,111
12618,8,0,2,1,0,1,104
12619,4,0,2,1,0,5,80
12620,7,0,3,0,1,-11,102
12621,7,1,2,1,0,-4,105
12622,7,0,0,1,0,3,99
12623,6,0,2,1,0,0,88
12624,6,0,0,1,0,0,106
12625,8,0,1,1,0,-3,95
12626,7,1,2,0,2,2,99
12627,7,0,0,1,0,2,108
12628,8,0,2,1,0,-2,102
12629,7,0,0,1,0,2,117
12630,7,0,1,0,1,-2,86
12631,8,0,1,1,0,-3,104
12632,8,0,1,0,1,3,99
12633,8,0,3,1,0,1,110
12634,7,0,1,1,0,-1,115
12635,6,0,3,1,0,-1,95
12636,6,0,1,1,0,1,115
12637,8,0,0,0,2,-5,106
12638,7,1,0,0,1,5,89
12639,6,0,2,1,0,-1,96
12640,6,1,4,0,1,1,98
12641,6,0,1,1,0,-6,107
12642,5,0,2,1,0,6,100
12643,5,0,1,1,0,3,95
12644,5,0,0,1,0,-3,65
12645,6,0,1,0,1,-3,106
12646,2,0,2,1,0,7,60
12647,7,0,3,2,0,2,110
12648,8,0,4,0,1,-2,82
12649,7,0,2,0,1,2,89
12650,7,0,1,1,1,-10,97
12651,3,2,2,0,2,5,79
12652,5,0,4,0,1,2,93
12653,6,1,2,0,2,-6,93
12654,7,0,1,1,0,-1,94
12655,6,0,1,0,2,0,78
12656,7,0,1,1,0,-2,96
12657,6,0,0,1,0,2,92
12658,5,0,1,1,0,-1,88
12659,5,0,3,1,0,1,95
12660,6,0,4,0,1,4,105
12661,5,0,1,1,0,-4,101
12662,6,0,1,1,0,-1,101
12663,3,1,2,1,0,1,71
12664,7,1,0,0,2,4,113
12665,8,0,2,1,0,-3,92
12666,7,0,4,0,1,3,121
12667,3,0,3,0,2,5,68
12668,5,0,1,1,0,-3,82
12669,8,0,4,0,1,-1,105
12670,7,0,1,2,0,1,100
12671,7,2,2,0,1,2,98
12672,7,0,1,1,0,-4,107
12673,6,1,1,0,1,-3,85
12674,8,0,2,1,0,-5,99
12675,7,0,2,1,0,4,105
12676,8,1,2,0,2,3,106
12677,9,1,0,0,1,-6,107
12678,6,0,3,1,0,1,98
12679,5,0,0,1,1,-1,96
12680,7,0,2,1,0,0,121
12681,5,2,2,0,4,6,74
12682,5,0,2,1,0,-6,81
12683,7,0,0,1,0,-1,97
12684,6,0,3,0,1,0,93
12685,6,0,4,0,1,-1,100
12686,6,0,1,0,1,-2,93
12687,6,0,0,1,0,-3,104
12688,4,2,2,0,4,2,63
12689,5,2,1,0,2,4,99
12690,7,0,2,1,0,-5,100
12691,6,1,0,0,1,-6,102
12692,4,0,2,1,0,5,74
12693,7,0,0,1,0,3,110
12694,7,0,3,1,0,-3,107
12695,3,0,3,1,0,4,71
12696,7,0,1,1,0,-3,103
12697,5,0,2,1,0,4,99
12698,6,0,1,1,0,-3,106
12699,5,0,4,0,1,1,95
12700,5,0,1,1,0,1,79
12701,8,0,1,1,0,0,120
12702,8,0,4,0,1,0,89
12703,7,0,1,1,0,-2,103
12704,5,0,2,1,0,0,102
12705,6,0,2,0,0,-2,89
12706,4,1,1,0,1,6,77
12707,7,0,1,1,1,-5,88
12708,7,1,0,0,4,-3,109
12709,5,0,0,1,0,-1,86
12710,6,0,2,1,0,5,96
12711,7,0,3,1,0,1,102
12712,7,0,0,2,0,0,95
12713,6,1,0,0,4,-4,104
12714,5,0,1,0,1,4,95
12715,7,0,1,1,1,-3,98
12716,5,0,1,1,2,4,87
12717,6,0,3,0,2,0,90
12718,7,0,0,0,1,-2,111
12719,7,0,0,2,0,-3,90
12720,6,0,2,1,0,3,96
12721,6,0,3,1,0,1,99
12722,7,0,4,0,1,1,95
12723,6,0,4,0,1,1,100
12724,7,1,2,0,4,-1,89
12725,6,0,4,0,1,3,98
12726,7,0,2,1,0,-4,101
12727,6,0,0,0,1,-2,96
12728,3,0,2,1,0,3,57
12729,4,1,0,0,1,4,63
12730,8,0,0,1,0,-10,103
12731,4,0,0,1,0,2,80
12732,5,0,0,1,0,-4,92
12733,4,0,0,1,1,6,91
12734,5,0,3,1,0,-6,71
12735,6,0,3,1,0,-2,119
12736,5,0,0,2,0,2,80
12737,5,0,2,1,0,-1,92
12738,6,0,3,0,3,-2,117
12739,7,0,2,1,0,-2,84
12740,6,0,1,1,0,3,88
12741,6,0,0,1,0,-1,93
12742,5,0,2,1,0,1,59
12743,5,0,1,1,0,5,94
12744,7,0,3,1,0,-5,102
12745,4,2,1,0,2,3,71
12746,8,0,1,0,1,-6,95
12747,7,0,3,1,0,2,102
12748,5,0,1,1,0,-1,130
12749,7,0,3,0,1,-3,74
12750,8,0,1,0,2,1,106
12751,6,0,0,1,1,2,97
12752,7,0,4,0,1,-2,102
12753,7,0,3,2,0,1,94
12754,5,0,4,0,1,1,73
12755,5,0,2,1,0,0,84
12756,5,0,3,1,0,0,82
12757,7,0,4,0,1,-5,101
12758,6,0,0,1,0,5,105
12759,6,0,4,0,1,-3,82
12760,5,0,0,1,1,4,75
12761,7,0,0,1,0,-1,112
12762,6,0,0,1,0,2,98
12763,8,0,0,0,2,1,101
12764,7,0,2,1,1,-1,78
12765,6,1,0,0,4,3,92
12766,5,0,2,1,0,-2,84
12767,7,0,1,0,2,-2,93
12768,6,0,0,1,0,2,83
12769,5,2,1,0,1,-1,52
12770,7,0,1,1,0,-1,92
12771,7,0,3,1,0,-3,106
12772,7,0,0,1,0,3,114
12773,7,0,0,1,1,4,105
12774,6,0,1,1,0,3,86
12775,9,2,0,0,4,-7,76
12776,7,0,0,1,0,-7,114
12777,5,0,3,0,1,1,75
12778,7,0,1,1,0,0,114
12779,7,0,2,1,0,0,80
12780,8,1,2,0,4,-2,100
12781,7,0,1,1,0,2,110
12782,4,0,0,1,0,1,50
12783,7,0,1,1,0,1,91
12784,6,0,0,1,0,1,98
12785,7,0,2,0,1,-1,112
12786,8,0,0,1,0,-3,119
12787,6,1,2,0,2,1,98
12788,6,0,1,1,0,-1,84
12789,7,0,4,0,1,-1,115
12790,8,0,0,2,0,-2,85
12791,6,0,0,1,0,-2,94
12792,5,3,0,0,4,-1,69
12793,6,0,3,1,0,-2,102
12794,7,0,1,0,1,4,98
12795,7,1,0,0,2,3,111
12796,7,0,0,1,0,-6,102
12797,6,0,2,0,2,4,70
12798,6,0,0,1,0,-3,90
12799,7,0,1,1,0,-2,109
12800,5,0,0,1,0,3,97
12801,7,0,2,1,0,-1,105
12802,6,0,0,1,0,1,104
12803,8,0,4,0,1,-3,117
12804,6,0,2,1,0,4,85
12805,6,0,3,1,0,0,103
12806,2,0,1,0,1,0,26
12807,5,0,2,1,0,0,70
12808,6,0,4,0,1,2,106
12809,8,0,1,1,1,3,96
12810,8,0,0,1,0,-3,110
12811,7,0,1,2,0,3,96
12812,5,0,2,1,0,-2,99
12813,7,0,0,1,0,1,104
12814,7,0,4,0,1,-3,91
12815,4,0,1,1,0,4,87
12816,5,0,2,1,0,4,87
12817,6,2,1,0,4,-4,90
12818,7,0,0,1,0,1,90
12819,6,0,3,1,0,-1,84
12820,7,2,3,0,3,1,97
12821,9,0,1,0,1,-5,102
12822,6,0,2,1,0,0,91
12823,3,0,1,0,2,-2,62
12824,5,0,0,1,0,-8,96
12825,1,1,3,0,2,1,31
12826,3,0,2,1,0,3,83
12827,5,0,3,1,0,2,87
12828,7,0,0,1,0,0,104
12829,7,0,1,1,0,0,104
12830,5,0,1,1,0,6,88
12831,8,0,1,1,0,-4,105
12832,7,0,2,0,1,0,89
12833,7,1,0,0,1,1,96
12834,2,1,1,0,2,1,37
12835,1,0,1,1,0,2,22
12836,7,0,2,1,0,-6,98
12837,6,0,4,0,1,4,99
12838,4,0,2,0,1,3,76
12839,5,0,1,1,0,-5,88
12840,6,0,3,0,1,0,94
12841,6,0,4,0,1,0,102
12842,7,0,1,0,1,1,99
12843,7,0,2,1,0,-1,91
12844,6,0,4,0,1,-1,108
12845,7,0,0,1,0,0,99
12846,6,0,0,1,0,-3,96
12847,6,0,1,1,0,4,92
12848,5,0,4,0,1,1,99
12849,6,0,0,1,0,-4,90
12850,7,0,2,1,0,0,110
12851,7,0,1,1,0,0,104
12852,6,0,2,1,0,-1,94
12853,6,0,0,0,1,1,107
12854,5,0,1,1,0,0,85
12855,7,0,0,1,0,0,109
12856,7,0,3,1,0,4,103
12857,8,0,1,1,0,-2,106
12858,4,0,4,1,1,1,76
12859,6,0,0,1,1,-1,85
12860,3,0,0,0,1,1,70
12861,7,0,0,1,0,-6,96
12862,6,0,0,1,0,-1,97
12863,5,0,3,1,0,1,99
12864,6,0,0,1,0,2,100
12865,7,0,0,0,1,1,94
12866,6,1,3,0,3,-1,95
12867,7,1,0,0,1,1,89
12868,6,0,2,1,0,2,97
12869,8,0,3,0,1,-2,87
12870,7,0,0,1,1,0,97
12871,8,0,1,1,0,0,114
12872,7,0,1,0,1,2,92
12873,7,0,2,0,2,-2,103
12874,4,0,0,1,0,2,76
12875,8,0,0,0,1,1,107
12876,7,0,1,1,0,1,92
12877,7,0,0,1,0,-1,90
12878,6,0,2,1,0,3,89
12879,8,0,0,1,0,-8,94
12880,6,0,0,1,0,1,100
12881,6,0,1,1,0,-1,56
12882,4,0,1,0,1,3,88
12883,7,1,1,0,4,-3,91
12884,5,0,2,0,1,-2,76
12885,6,1,0,0,1,1,89
12886,5,2,0,0,1,2,79
12887,6,0,1,1,0,-2,94
12888,6,0,0,2,0,3,100
12889,7,0,3,1,0,-3,101
12890,5,1,0,0,2,0,86
12891,6,0,1,1,0,-1,86
12892,8,1,0,0,1,-1,93
12893,7,1,0,0,1,0,98
12894,7,0,0,1,0,3,82
12895,7,0,1,1,0,-3,81
12896,7,0,1,1,0,-5,94
12897,6,0,0,1,0,5,90
12898,6,1,0,0,4,-4,89
12899,5,0,2,0,1,4,68
12900,2,1,0,0,1,7,61
12901,6,0,1,1,0,-11,84
12902,5,0,2,1,0,5,83
12903,7,0,1,1,0,-4,111
12904,6,0,0,1,0,-6,97
12905,4,2,0,0,1,4,93
12906,7,0,0,0,1,1,93
12907,7,0,0,1,0,-1,111
12908,4,1,2,0,4,6,54
12909,6,0,0,1,0,-5,77
12910,5,0,2,1,0,3,65
12911,6,0,2,0,1,-4,80
12912,6,0,0,1,1,5,98
12913,7,0,2,1,0,-7,86
12914,6,0,1,2,0,0,98
12915,6,2,0,0,2,0,96
12916,3,0,1,1,0,1,69
12917,3,0,1,0,1,0,68
12918,4,0,2,1,0,-3,75
12919,7,0,1,1,0,3,106
12920,8,0,3,1,0,-5,95
12921,4,0,1,1,0,6,79
12922,5,0,1,1,0,-1,92
12923,6,0,2,2,0,-1,104
12924,6,0,0,0,1,-3,97
12925,6,0,2,1,0,2,110
12926,6,0,3,1,0,-1,101
12927,4,0,4,0,1,-1,69
12928,9,0,3,0,1,0,94
12929,7,0,0,1,0,0,110
12930,4,0,0,1,0,8,82
12931,4,2,0,0,1,4,89
12932,8,0,0,0,1,-7,85
12933,6,3,0,0,4,1,90
12934,7,0,0,0,2,-5,103
12935,4,2,1,0,1,3,71
12936,6,0,0,1,0,-4,92
12937,7,0,4,0,1,-4,92
12938,5,0,1,1,0,4,76
12939,2,0,0,0,2,7,43
12940,6,0,0,1,0,-5,80
12941,7,1,2,0,1,0,86
12942,6,0,0,1,1,0,109
12943,7,0,0,1,1,1,95
12944,7,0,0,1,0,0,101
12945,5,0,3,1,0,0,86
12946,6,0,0,1,0,-1,103
12947,4,2,1,0,2,-1,82
12948,6,0,2,1,0,-3,103
12949,5,0,1,1,0,7,87
12950,6,4,0,0,4,-7,102
12951,7,0,0,1,0,-1,99
12952,5,0,1,1,0,0,102
12953,6,2,1,0,3,4,89
12954,8,0,4,0,1,-3,121
12955,6,0,2,1,0,0,95
12956,7,0,0,1,0,1,107
12957,9,0,0,0,1,-2,109
12958,7,0,2,1,0,2,100
12959,6,0,1,1,0,-2,120
12960,6,0,1,0,1,2,110
12961,3,1,2,0,1,6,65
12962,6,0,3,1,0,-4,87
12963,5,1,0,1,1,5,87
12964,8,0,0,1,0,-5,105
12965,6,0,3,0,2,3,84
12966,6,1,3,0,2,-4,84
12967,8,0,0,1,0,-6,109
12968,6,0,0,1,0,6,97
12969,5,0,1,0,1,5,84
12970,8,0,0,1,0,-6,101
12971,8,1,3,0,1,-4,94
12972,6,1,1,0,2,4,116
12973,6,1,3,0,4,-7,87
12974,5,0,0,1,0,7,82
12975,3,0,2,0,1,-1,47
12976,5,0,0,1,0,3,92
12977,6,0,1,0,1,-1,96
12978,5,0,2,1,0,1,79
12979,8,0,2,1,0,0,110
12980,6,0,1,0,1,0,124
12981,6,0,0,0,1,-3,78
12982,5,2,0,0,3,1,92
12983,8,0,1,1,0,-1,109
12984,7,0,0,0,1,2,104
12985,7,0,0,1,0,-5,102
12986,4,1,2,0,1,0,57
12987,6,0,2,0,2,-4,95
12988,7,0,2,1,1,-1,86
12989,6,0,1,1,0,1,100
12990,8,0,1,1,0,3,106
12991,8,0,0,1,0,-3,99
12992,7,0,2,1,0,-3,100
12993,4,0,1,1,0,4,43
12994,6,1,0,0,4,-6,86
12995,2,0,4,0,1,2,30
12996,6,0,3,1,0,3,89
12997,7,0,1,1,0,-3,93
12998,5,0,1,1,1,1,93
12999,7,0,3,1,0,3,88
13000,6,0,1,1,0,3,94
13001,6,0,0,1,0,-3,102
13002,4,2,1,0,1,-1,79
13003,6,0,1,1,0,-3,95
13004,5,0,4,0,1,-2,74
13005,6,0,1,0,1,2,87
13006,4,1,3,0,1,5,74
13007,6,0,1,1,0,-5,101
13008,6,0,3,0,1,1,96
13009,6,0,2,1,0,-2,87
13010,5,0,3,1,0,-10,110
13011,3,0,0,1,0,6,65
13012,6,0,1,1,0,2,75
13013,7,0,4,0,1,1,98
13014,4,0,0,0,1,-9,65
13015,2,0,4,0,1,7,46
13016,7,0,0,1,0,-5,99
13017,6,0,1,1,0,5,110
13018,6,0,3,1,0,-3,89
13019,6,0,4,0,1,4,120
13020,4,0,3,0,1,3,83
13021,5,0,0,1,0,0,103
13022,7,0,0,1,0,-7,101
13023,3,1,4,0,1,4,65
13024,4,0,2,1,0,3,86
13025,9,2,2,0,3,-9,114
13026,4,1,1,0,1,3,78
13027,7,0,4,0,1,-3,104
13028,8,0,2,1,0,-3,107
13029,7,0,1,1,0,3,98
13030,7,0,4,0,1,1,113
13031,3,0,2,1,0,3,74
13032,7,0,3,1,0,-2,87
13033,5,0,2,1,0,-2,90
13034,5,0,2,2,0,3,116
13035,6,1,2,0,2,2,109
13036,7,0,0,1,0,-4,108
13037,2,0,4,0,1,6,49
13038,7,0,3,1,0,-2,97
13039,8,0,0,1,0,-4,113
13040,7,1,1,0,1,0,88
13041,5,0,2,2,0,1,68
13042,4,0,0,1,0,1,64
13043,7,0,0,1,0,0,98
13044,7,0,0,1,0,0,102
13045,7,0,0,0,1,-4,86
13046,4,0,1,1,0,4,87
13047,8,0,4,0,1,-6,106
13048,5,0,3,2,0,4,85
13049,7,0,3,1,0,-4,101
13050,5,0,2,1,0,4,92
13051,5,0,2,0,1,-2,91
13052,3,0,3,1,0,1,59
13053,5,0,0,1,1,5,96
13054,7,0,3,0,2,-4,96
13055,6,1,1,0,1,-7,94
13056,4,0,1,1,0,7,73
13057,5,0,2,1,0,5,103
13058,4,0,3,1,0,-3,74
13059,5,2,0,0,4,2,120
13060,5,0,1,1,0,-1,97
13061,8,0,0,1,0,-1,86
13062,6,0,2,0,1,3,95
13063,5,0,0,0,1,1,72
13064,6,0,0,2,0,-1,86
13065,7,1,0,0,2,-4,85
13066,6,2,0,0,1,0,90
13067,5,0,2,1,0,-3,66
13068,5,0,3,0,1,3,80
13069,3,0,4,0,1,4,60
13070,4,1,1,0,2,-2,66
13071,8,1,2,0,1,2,90
13072,9,0,1,0,1,-3,117
13073,7,0,0,0,1,-4,103
13074,4,0,4,0,1,3,77
13075,5,0,0,1,1,1,98
13076,8,0,0,0,1,-2,98
13077,4,0,2,1,0,3,79
13078,8,1,0,0,4,-2,88
13079,5,0,3,1,0,-7,84
13080,4,0,2,0,1,4,64
13081,6,0,0,1,0,1,96
13082,6,0,3,0,1,-1,92
13083,7,0,3,1,0,0,86
13084,7,0,4,0,1,0,102
13085,5,0,0,1,0,-1,98
13086,6,2,2,0,4,1,114
13087,4,0,1,1,0,1,95
13088,7,0,0,1,0,-5,102
13089,6,0,4,0,1,-4,90
13090,5,0,1,0,1,5,90
13091,7,0,1,1,0,2,103
13092,7,0,1,0,1,-2,94
13093,8,0,1,0,1,-2,84
13094,7,0,4,0,1,4,96
13095,4,0,0,1,1,3,65
13096,8,0,0,0,1,-3,104
13097,3,0,1,1,0,-1,70
13098,6,0,0,1,0,1,103
13099,8,0,4,0,1,-6,115
13100,5,0,2,1,0,6,91
13101,7,0,1,0,1,-2,100
13102,8,0,4,0,1,1,110
13103,9,0,1,0,1,-3,111
13104,6,0,1,2,0,1,103
13105,2,0,4,0,1,4,38
13106,6,0,0,0,1,0,88
13107,7,0,2,0,1,-3,105
13108,6,0,0,1,0,3,104
13109,6,0,2,0,1,0,96
13110,7,0,3,1,0,0,105
13111,3,1,0,0,1,3,62
13112,7,0,0,0,2,-2,97
13113,7,0,1,2,0,-3,93
13114,4,2,3,0,1,4,78
13115,5,0,1,1,0,-3,86
13116,5,1,1,1,0,4,91
13117,4,1,2,1,1,2,78
13118,5,2,2,0,3,-3,93
13119,3,0,2,1,0,1,59
13120,6,0,1,1,0,-3,101
13121,9,0,0,1,0,2,113
13122,6,0,2,1,0,-3,95
13123,5,2,2,0,1,0,81
13124,6,1,1,0,4,-5,103
13125,4,0,2,0,1,4,72
13126,6,0,2,1,0,-2,106
13127,6,2,1,0,2,3,99
13128,3,1,0,0,1,-2,47
13129,4,1,3,0,2,2,82
13130,6,0,3,1,0,-1,101
13131,6,0,3,1,0,3,98
13132,6,0,0,1,0,5,98
13133,7,0,1,1,0,-5,103
13134,8,0,1,0,1,-4,102
13135,2,3,2,0,4,3,47
13136,5,0,0,0,2,1,69
13137,5,0,1,1,0,-2,98
13138,7,0,2,1,0,3,103
13139,6,0,2,1,0,-4,86
13140,5,1,1,1,2,3,75
13141,7,1,0,0,2,-5,92
13142,3,0,3,1,0,4,72
13143,6,0,1,1,0,-8,103
13144,2,0,1,1,0,8,62
13145,5,0,3,1,0,0,73
13146,6,0,1,1,0,3,111
13147,5,1,0,0,2,2,99
13148,2,1,2,1,0,0,38
13149,4,0,1,1,0,3,71
13150,6,0,1,1,0,-2,99
13151,6,0,0,2,0,-1,84
13152,7,0,1,1,0,2,108
13153,8,0,3,0,1,-2,119
13154,7,0,0,0,1,1,112
13155,8,0,0,1,0,-9,103
13156,4,2,0,0,4,6,65
13157,5,0,2,1,0,-2,69
13158,7,0,2,1,0,2,102
13159,7,0,0,0,2,0,85
13160,7,0,0,1,0,-2,91
13161,8,0,1,1,0,-1,93
13162,7,0,1,1,0,1,88
13163,8,0,1,0,1,-3,121
13164,3,0,3,0,1,2,56
13165,6,0,0,1,0,-1,114
13166,6,0,0,2,0,1,88
13167,5,0,3,1,0,-7,86
13168,3,0,4,0,1,1,52
13169,7,0,2,0,1,2,108
13170,6,0,2,2,0,-2,107
13171,3,0,0,1,0,3,73
13172,8,0,2,1,0,-6,103
13173,6,0,1,1,0,-1,95
13174,7,1,1,0,2,1,112
13175,3,0,2,1,0,-1,38
13176,4,3,3,0,4,2,84
13177,7,0,1,1,0,-1,96
13178,7,0,0,1,0,-3,89
13179,8,0,0,1,0,-1,106
13180,7,0,3,1,0,1,109
13181,3,0,0,0,1,-3,54
13182,6,0,4,0,1,-3,93
13183,7,1,1,0,2,-2,120
13184,6,0,3,1,0,3,81
13185,2,0,1,0,1,5,63
13186,6,0,1,1,0,-5,100
13187,6,0,2,1,0,5,110
13188,6,0,4,0,1,-4,103
13189,5,0,1,0,2,1,77
13190,5,0,0,1,1,0,98
13191,7,0,0,1,0,2,104
13192,7,0,2,1,0,0,107
13193,7,0,3,1,0,1,77
13194,6,0,3,1,0,-1,104
13195,6,0,1,1,0,1,105
13196,9,0,1,2,0,2,111
13197,7,0,0,0,1,-3,89
13198,6,0,2,1,0,-1,91
13199,6,0,1,0,2,1,77
13200,7,0,0,1,0,0,91
13201,5,0,1,1,0,0,79
13202,7,0,1,1,0,1,109
13203,6,0,3,1,0,1,102
13204,5,0,4,0,1,1,74
13205,7,0,2,1,0,-2,99
13206,4,0,4,0,1,1,35
13207,4,0,4,0,1,0,77
13208,6,0,1,0,1,2,121
13209,7,0,1,1,0,-1,105
13210,6,0,0,0,1,0,80
13211,6,0,3,0,3,-2,82
13212,3,0,2,1,0,2,56
13213,8,0,0,1,0,-5,112
13214,6,0,0,1,0,5,82
13215,6,0,0,0,2,4,98
13216,9,1,0,0,4,-6,90
13217,8,0,0,2,0,-3,97
13218,5,0,1,1,0,3,81
13219,6,0,1,1,0,-6,79
13220,5,2,2,1,2,4,82
13221,5,0,0,0,1,2,84
13222,5,0,3,0,1,-2,98
13223,7,0,2,0,1,-2,99
13224,5,0,0,0,1,4,99
13225,6,1,2,0,4,-6,69
13226,5,1,2,0,1,2,71
13227,7,1,2,0,3,1,113
13228,8,0,3,1,0,-6,102
13229,7,0,2,1,0,-8,86
13230,3,1,1,0,1,3,61
13231,5,0,2,1,0,-1,81
13232,6,0,2,1,0,1,89
